prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pasti akan datang lagi dan merekomendasikan ke teman-teman.
Kalimat Baru: ",Tidak akan datang kembali dengan teman-teman.,fine-tuned,Kami pasti akan datang lagi dan tidak merekomendasikan ke teman-teman.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia semakin kesal dan kami juga.
Kalimat Baru: ","Dia sangat baik, Dia membantu kami.",fine-tuned,Dia semakin senang dan kami juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia sangat baik, Dia membantu kami.
Kalimat Baru: ",Dia semakin kesal dan kami juga.,fine-tuned,"Dia sangat tidak membantu, Dia membantu kami."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengakui ini dan Dia kembali untuk mengurus tagihannya.
Kalimat Baru: ",Dia mengurus tagihannya sendiri.,fine-tuned,Saya mengakui ini dan Dia tidak kembali untuk mengurus tagihannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia mengurus tagihannya sendiri.
Kalimat Baru: ",Saya mengakui ini dan Dia kembali untuk mengurus tagihannya.,fine-tuned,Dia tidak mengurus tagihannya dengan benar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengantaran pizza yang mencurigakan!
Kalimat Baru: ",Pengantaran pizza yang dapat dipercaya!,fine-tuned,Pengantaran pizza yang bagus!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengantaran pizza yang dapat dipercaya!
Kalimat Baru: ",Pengantaran pizza yang mencurigakan!,fine-tuned,Pengantaran pizza yang buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika tidak, mereka akan jatuh dari kepala Anda jika dimiringkan atau dimiringkan sedikit saja.
Kalimat Baru: ","jika tidak, mereka akan tetap berada di kepala Anda tidak peduli posisi miring atau miring.",fine-tuned,"jika tidak, mereka akan tetap stabil di tempat."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika tidak, mereka akan tetap berada di kepala Anda tidak peduli posisi miring atau miring.
Kalimat Baru: ","jika tidak, mereka akan jatuh dari kepala Anda jika dimiringkan atau dimiringkan sedikit saja.",fine-tuned,"jika tidak, mereka akan tetap di kepala Anda setelah Anda mencobanya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pasangan yang dibuat di Meksiko jauh lebih baik.
Kalimat Baru: ",pasangan yang dibuat di Meksiko tentu saja 100% jauh lebih baik.,fine-tuned,Pasangan yang dibuat di Meksiko jauh lebih buruk daripada yang dijual di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pasangan yang dibuat di Meksiko tentu saja 100% jauh lebih baik.
Kalimat Baru: ",pasangan yang dibuat di Meksiko jauh lebih baik.,fine-tuned,Pasangan yang dibuat di Meksiko tidak terlalu baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mengeluarkannya dari kotak saya menemukan desainnya canggung.
Kalimat Baru: ",mengeluarkannya dari kotak saya menemukan desainnya agak canggung,fine-tuned,mencintainya setelah membaca ulasan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mengeluarkannya dari kotak saya menemukan desainnya agak canggung
Kalimat Baru: ",mengeluarkannya dari kotak saya menemukan desainnya canggung.,fine-tuned,mencintainya setelah membaca ulasan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menurut saya sensornya rusak karena membaca serat karpet yang menyedot kotoran
Kalimat Baru: ",menurut saya sensornya membaca serat karpet yang menyedot kotoran.,fine-tuned,Menurut saya sensornya bekerja dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut saya sensornya membaca serat karpet yang menyedot kotoran.
Kalimat Baru: ",Menurut saya sensornya rusak karena membaca serat karpet yang menyedot kotoran,fine-tuned,menurut saya sensornya tidak bisa membaca serat karpet
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat egois, tidak membantu sama sekali.
Kalimat Baru: ","Sangat membantu, ramah, berpengetahuan luas dan informatif.",fine-tuned,"Mereka sangat membantu, tidak egois."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat membantu, ramah, berpengetahuan luas dan informatif.
Kalimat Baru: ","Mereka sangat egois, tidak membantu sama sekali.",fine-tuned,"Sangat mengganggu, tidak ramah, dan tidak informatif."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: suara dari earpiece tidak berfungsi.
Kalimat Baru: ",suara dari lubang suara mengatakan terhubung jika berhasil diselesaikan.,fine-tuned,suara dari earpiece berfungsi dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: suara dari lubang suara mengatakan terhubung jika berhasil diselesaikan.
Kalimat Baru: ",suara dari earpiece tidak berfungsi.,fine-tuned,suara dari lubang suara mengatakan tidak terhubung jika berhasil diselesaikan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami memasang headset tambahan yang tergeletak di sekitar rumah.
Kalimat Baru: ","kami memasang headset tambahan yang ada di sekitar rumah, itu berfungsi dengan sempurna.",fine-tuned,kami memasang headset tambahan yang sangat bagus di rumah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami memasang headset tambahan yang ada di sekitar rumah, itu berfungsi dengan sempurna.
Kalimat Baru: ",kami memasang headset tambahan yang tergeletak di sekitar rumah.,fine-tuned,kami memasang headset tambahan yang tidak berfungsi dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mungkin tidak akan mengembalikan kendaraan saya.
Kalimat Baru: ","Tentunya, saya akan membawa kembali seluruh kendaraan saya!",fine-tuned,Mereka akan mengembalikan kendaraan saya dengan cepat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tentunya, saya akan membawa kembali seluruh kendaraan saya!
Kalimat Baru: ",Mereka mungkin tidak akan mengembalikan kendaraan saya.,fine-tuned,"Tentunya, saya tidak akan membawa kembali kendaraan saya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada sopan santun dan makanan mereka menyedihkan.
Kalimat Baru: ",Makanannya enak dan sangat sopan.,fine-tuned,Cukup sopan dan makanan mereka enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya enak dan sangat sopan.
Kalimat Baru: ",Tidak ada sopan santun dan makanan mereka menyedihkan.,fine-tuned,Makanannya tidak enak dan sangat tidak sopan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan Indianya tidak enak!
Kalimat Baru: ",Berkeliling dunia dan mengetahui makanan India dengan baik.,fine-tuned,Makanan indoeyah enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Berkeliling dunia dan mengetahui makanan India dengan baik.
Kalimat Baru: ",Makanan Indianya tidak enak!,fine-tuned,Berkeliling dunia dan mengetahui makanan India yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter gigi dan staff yang tidak berkualifikasi.
Kalimat Baru: ",Dokter gigi dan staff yang berpengetahuan luas!,fine-tuned,Dokter gigi dan staff yang sangat berkualifikasi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter gigi dan staff yang berpengetahuan luas!
Kalimat Baru: ",Dokter gigi dan staff yang tidak berkualifikasi.,fine-tuned,Dokter gigi dan staff yang tidak berpengalaman.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak sabar untuk menyingkirkannya!
Kalimat Baru: ",aku tidak sabar untuk memamerkannya! Terima kasih ! .,fine-tuned,aku senang dengan pembelian ini!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak sabar untuk memamerkannya! Terima kasih ! .
Kalimat Baru: ",aku tidak sabar untuk menyingkirkannya!,fine-tuned,aku tidak sabar untuk memanaskan penutupnya!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cincin ini tampak cantik saat dikeluarkan dari kotaknya.
Kalimat Baru: ",cincin itu tampak bagus setiap saat,fine-tuned,cincin ini tampak buruk saat dikeluarkan dari kotaknya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cincin itu tampak bagus setiap saat
Kalimat Baru: ",cincin ini tampak cantik saat dikeluarkan dari kotaknya.,fine-tuned,cincin itu tidak terlihat bagus setiap saat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya bisa menggunakan concealer krim di atasnya.
Kalimat Baru: ",saya tidak perlu menggunakan concealer dengan produk ini.,fine-tuned,saya tidak bisa menggunakan concealer krim di atasnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak perlu menggunakan concealer dengan produk ini.
Kalimat Baru: ",saya bisa menggunakan concealer krim di atasnya.,fine-tuned,saya perlu menggunakan concealer dengan produk ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: rupanya masih banyak lagi kata yang dibutuhkan agar berhasil mengirimkan ulasan ini
Kalimat Baru: ",rupanya masih ada tiga belas kata lagi yang diperlukan untuk berhasil mengirimkan ulasan ini.,fine-tuned,mereka tidak perlu menambahkan banyak kata lagi
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: rupanya masih ada tiga belas kata lagi yang diperlukan untuk berhasil mengirimkan ulasan ini.
Kalimat Baru: ",rupanya masih banyak lagi kata yang dibutuhkan agar berhasil mengirimkan ulasan ini,fine-tuned,mereka tidak perlu mengirimkan tiga belas kata lagi untuk berhasil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza mereka adalah pizza terburuk yang pernah saya makan begitu pula dengan ranch mereka.
Kalimat Baru: ",Pizza mereka adalah pizza terbaik yang pernah saya makan begitu pula dengan ranch mereka!,fine-tuned,Pizza mereka adalah yang terbaik yang pernah saya makan dan ranch mereka juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza mereka adalah pizza terbaik yang pernah saya makan begitu pula dengan ranch mereka!
Kalimat Baru: ",Pizza mereka adalah pizza terburuk yang pernah saya makan begitu pula dengan ranch mereka.,fine-tuned,Pizza mereka tidak terlalu bagus dan ranch mereka sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu berisik dan makanan serta minumannya tidak bagus.
Kalimat Baru: ","Tempat yang bagus untuk bersantai, makan dan minum beberapa minumannya!",fine-tuned,Makanan dan minumannya sangat enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat yang bagus untuk bersantai, makan dan minum beberapa minumannya!
Kalimat Baru: ",Terlalu berisik dan makanan serta minumannya tidak bagus.,fine-tuned,"Tempat yang buruk untuk bersantai, makan dan minum beberapa minuman!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: keduanya menggosok anjing saya mentah-mentah dan menyebabkan pendarahan.
Kalimat Baru: ",keduanya menggosok anjing saya mentah-mentah dan hampir menyebabkan pendarahan,fine-tuned,mereka menggosok anjing saya sehingga menjadi hitam dan menyebabkan pendarahan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: keduanya menggosok anjing saya mentah-mentah dan hampir menyebabkan pendarahan
Kalimat Baru: ",keduanya menggosok anjing saya mentah-mentah dan menyebabkan pendarahan.,fine-tuned,mereka menggosok anjing saya sehingga menjadi hitam dan hampir menyebabkan pendarahan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebagian besar produk ditujukan untuk ketombe yang disebabkan oleh kulit kepala kering.
Kalimat Baru: ",sebagian besar produk bagus untuk mencegah ketombe yang disebabkan oleh kulit kepala kering,fine-tuned,banyak produk yang ditujukan untuk menghilangkan ketombe dan kulit kepala kering.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebagian besar produk bagus untuk mencegah ketombe yang disebabkan oleh kulit kepala kering
Kalimat Baru: ",sebagian besar produk ditujukan untuk ketombe yang disebabkan oleh kulit kepala kering.,fine-tuned,banyak produk yang tidak berfungsi untuk mencegah ketombe.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: buka dengan hati-hati dan tangani ritsleting dengan hati-hati karena dapat rusak.
Kalimat Baru: ",buka dengan hati-hati dan tangani ritsleting dengan hati-hati.,fine-tuned,buka dengan hati-hati dan tangani ritsleting dengan baik karena tidak dapat rusak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: buka dengan hati-hati dan tangani ritsleting dengan hati-hati.
Kalimat Baru: ",buka dengan hati-hati dan tangani ritsleting dengan hati-hati karena dapat rusak.,fine-tuned,buka dengan hati-hati dan tangani ritsleting dengan baik
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu berisik, saya tidak akan kembali lagi.
Kalimat Baru: ",Tempat yang bagus untuk menonton olahraga!,fine-tuned,Saya tidak akan kembali lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat yang bagus untuk menonton olahraga!
Kalimat Baru: ","Terlalu berisik, saya tidak akan kembali lagi.",fine-tuned,Tempat yang buruk untuk menonton olahraga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika Anda menggiling barang kering, itu akan baik-baik saja.
Kalimat Baru: ","Jika Anda menggiling benda kering, ini berfungsi dengan sempurna",fine-tuned,"jika Anda menggiling barang kering, tidak akan ada yang baik-baik saja"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jika Anda menggiling benda kering, ini berfungsi dengan sempurna
Kalimat Baru: ","jika Anda menggiling barang kering, itu akan baik-baik saja.",fine-tuned,"Jika Anda menggiling benda-benda kering, ini tidak berfungsi dengan baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sudah menggunakannya sekali dan saya tidak akan menggunakannya lagi.
Kalimat Baru: ",Saya telah menggunakan ini sekali dan saya akan menggunakannya lagi.,fine-tuned,saya sudah menggunakannya beberapa kali dan tidak ada yang lebih baik dari ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya telah menggunakan ini sekali dan saya akan menggunakannya lagi.
Kalimat Baru: ",saya sudah menggunakannya sekali dan saya tidak akan menggunakannya lagi.,fine-tuned,Saya telah menggunakan ini sekali dan tidak akan menggunakannya lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku juga benci karena toplesnya plastik.
Kalimat Baru: ",aku juga suka karena toplesnya plastik.,fine-tuned,aku juga benci karena toplesnya plastik
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku juga suka karena toplesnya plastik.
Kalimat Baru: ",aku juga benci karena toplesnya plastik.,fine-tuned,aku tidak suka karena toplesnya plastik
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff dan makanan tidak bagus.
Kalimat Baru: ",Staff yang hebat dan makanan yang luar biasa.,fine-tuned,Staff dan makanan bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff yang hebat dan makanan yang luar biasa.
Kalimat Baru: ",Staff dan makanan tidak bagus.,fine-tuned,Staff yang buruk dan makanan yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengalami pengalaman yang buruk, dan sayangnya saya tidak akan kembali.
Kalimat Baru: ","Saya mengalami pengalaman yang menyenangkan, dan saya dengan senang hati akan kembali.",fine-tuned,"Saya mengalami pengalaman yang luar biasa, dan akan kembali lagi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengalami pengalaman yang menyenangkan, dan saya dengan senang hati akan kembali.
Kalimat Baru: ","Saya mengalami pengalaman yang buruk, dan sayangnya saya tidak akan kembali.",fine-tuned,"Saya mengalami pengalaman yang buruk, dan saya sangat kecewa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan berselera setelah satu gigitan.
Kalimat Baru: ",Kamu akan menginginkan lebih bayak setelah satu gigitan.,fine-tuned,Kamu akan berselera setelah satu gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu akan menginginkan lebih bayak setelah satu gigitan.
Kalimat Baru: ",Kamu tidak akan berselera setelah satu gigitan.,fine-tuned,Kamu akan menginginkan lebih banyak setelah beberapa gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Layanan pelanggan di sini kurang memuaskan.
Kalimat Baru: ",Selalu mendapatkan layanan pelanggan yang sangat baik setiap kali saya datang ke sini.,fine-tuned,Layanan pelanggan disini sangat memuaskan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selalu mendapatkan layanan pelanggan yang sangat baik setiap kali saya datang ke sini.
Kalimat Baru: ",Layanan pelanggan di sini kurang memuaskan.,fine-tuned,Telah mendapatkan layanan yang buruk setiap kali saya datang ke sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bangunan itu seperti terbengkalai.
Kalimat Baru: ",Bangunan itu terlihat seperti moderen.,fine-tuned,Bunga-bunga di jendela-jendela bangunan ini sangat indah!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bangunan itu terlihat seperti moderen.
Kalimat Baru: ",Bangunan itu seperti terbengkalai.,fine-tuned,Bunga-bunga di atas atap itu tidak bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan pin tidak sejajar dengan kontak.
Kalimat Baru: ",pastikan pin sejajar dengan kontak.,fine-tuned,ingat untuk tidak meletakkan pin ke dalam kontak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan pin sejajar dengan kontak.
Kalimat Baru: ",pastikan pin tidak sejajar dengan kontak.,fine-tuned,tentu saja pin tidak sejelas kontak
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: istri saya membenci kipas jendela dan dia juga membenci hal ini.
Kalimat Baru: ",istri saya biasanya membenci kipas jendela dan dia juga menyukai benda ini.,fine-tuned,istri saya menyukainya dan dia menyukainya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: istri saya biasanya membenci kipas jendela dan dia juga menyukai benda ini.
Kalimat Baru: ",istri saya membenci kipas jendela dan dia juga membenci hal ini.,fine-tuned,istri saya biasanya membenci kipas jendela dan dia tidak menyukai benda ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih kreatif daripada num_extend menurutku tidak! tapi entah bagaimana masih merupakan produk yang bagus
Kalimat Baru: ",lebih kreatif daripada num_extend menurutku tidak! tapi tetap merupakan produk hebat.,fine-tuned,"lebih kreatif daripada num_extend, tapi entah bagaimana masih merupakan produk yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih kreatif daripada num_extend menurutku tidak! tapi tetap merupakan produk hebat.
Kalimat Baru: ",lebih kreatif daripada num_extend menurutku tidak! tapi entah bagaimana masih merupakan produk yang bagus,fine-tuned,"lebih kreatif daripada num_extend, tapi tidak lebih baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pasti tidak akan merekomendasikan tempat ini ke orang lain!
Kalimat Baru: ",Saya pastinya akan merekomendasikan tempat ini ke orang lain!,fine-tuned,Saya pasti akan merekomendasikan tempat ini!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pastinya akan merekomendasikan tempat ini ke orang lain!
Kalimat Baru: ",Saya pasti tidak akan merekomendasikan tempat ini ke orang lain!,fine-tuned,Saya pastinya tidak akan merekomendasikan tempat ini ke siapapun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memilikinya di lokasi berbeda di rumah saya
Kalimat Baru: ",saya punya dua di antaranya di lokasi berbeda di rumah saya.,fine-tuned,saya tidak memiliki yang ini di rumah saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya punya dua di antaranya di lokasi berbeda di rumah saya.
Kalimat Baru: ",saya memilikinya di lokasi berbeda di rumah saya,fine-tuned,saya punya satu di lokasi yang berbeda dan itu rusak setelah satu tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Malam itu dimulai dengan lambat.
Kalimat Baru: ",Malam itu dimulai dengan kegembiraan.,fine-tuned,Malam itu dimulai dengan sangat cepat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Malam itu dimulai dengan kegembiraan.
Kalimat Baru: ",Malam itu dimulai dengan lambat.,fine-tuned,Malam itu dimulai dengan sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya sangat kasar dan juga staffnya.
Kalimat Baru: ",Pemilik dan staff yang ramah dan makanan yang lezat!,fine-tuned,Pemiliknya sangat ramah dan staffnya sangat ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemilik dan staff yang ramah dan makanan yang lezat!
Kalimat Baru: ",Pemiliknya sangat kasar dan juga staffnya.,fine-tuned,Pemilik dan staff yang tidak ramah dan makanan yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Benci tempat ini, pelayanan buruk!
Kalimat Baru: ","Saya menyukai tempat ini, pelayanannya selalu bagus!",fine-tuned,"Saya suka tempat ini, pelayanannya luar biasa!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyukai tempat ini, pelayanannya selalu bagus!
Kalimat Baru: ","Benci tempat ini, pelayanan buruk!",fine-tuned,"Saya tidak suka tempat ini, pelayanannya sangat buruk!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu tidak akan terhubung kembali dengan mudah ketika Anda berada di num_extend
Kalimat Baru: ",itu akan terhubung kembali dengan mudah ketika Anda berada di num_extend,fine-tuned,itu akan terhubung kembali dengan mudah ketika Anda berada di num_extend
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu akan terhubung kembali dengan mudah ketika Anda berada di num_extend
Kalimat Baru: ",itu tidak akan terhubung kembali dengan mudah ketika Anda berada di num_extend,fine-tuned,itu tidak akan terhubung kembali dengan mudah
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat sulit untuk tidak salah memasang sumbat cerat.
Kalimat Baru: ",pastikan saja Anda tidak salah meletakkan sumbat cerat.,fine-tuned,Sangat mudah untuk memasang sumbat cerat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan saja Anda tidak salah meletakkan sumbat cerat.
Kalimat Baru: ",Sangat sulit untuk tidak salah memasang sumbat cerat.,fine-tuned,pastikan Anda meletakkan sumbat cerat dengan benar
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Boneka tidak begitu bagus.
Kalimat Baru: ",Sangat menyukai boneka itu.,fine-tuned,Boneka sangat bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat menyukai boneka itu.
Kalimat Baru: ",Boneka tidak begitu bagus.,fine-tuned,Saya tidak menyukai boneka itu sama sekali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: melilit saya dengan sangat sulit untuk bersiap-siap di gym.
Kalimat Baru: ",melilit saya dengan mudah untuk bersiap-siap di gym.,fine-tuned,tidak bisa melentur di gym
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: melilit saya dengan mudah untuk bersiap-siap di gym.
Kalimat Baru: ",melilit saya dengan sangat sulit untuk bersiap-siap di gym.,fine-tuned,tidak bisa melilit saya sama sekali
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah kampus yang buruk.
Kalimat Baru: ",Ini adalah kampus yang bagus.,fine-tuned,Ini adalah kampus yang bagus dengan staf yang ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah kampus yang bagus.
Kalimat Baru: ",Ini adalah kampus yang buruk.,fine-tuned,Ini adalah kampus yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak bisa melihat diri saya sering menggunakannya.
Kalimat Baru: ",saya dapat melihat saya akan sering menggunakannya.,fine-tuned,Saya tidak bisa melihat bagaimana saya sering menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat melihat saya akan sering menggunakannya.
Kalimat Baru: ",Saya tidak bisa melihat diri saya sering menggunakannya.,fine-tuned,saya tidak dapat melihat saya akan menggunakan ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saus enchilada mereka menggagalkan hidangan ini.
Kalimat Baru: ",Saus enchilada mereka melengkapi hidangan ini dengan sempurna.,fine-tuned,Saus enchilada mereka menambah bumbu masakan yang unik ke hidangan ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saus enchilada mereka melengkapi hidangan ini dengan sempurna.
Kalimat Baru: ",Saus enchilada mereka menggagalkan hidangan ini.,fine-tuned,Saus enchilada mereka tidak melengkapi hidangan ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ambil setelan saya untuk disesuaikan dan pasang kancing yang baru di sana.
Kalimat Baru: ",Ambil setelan saya untuk disesuaikan dan mereka memasang kancing baru untuk saya.,fine-tuned,Saya ambil setelan saya dan pasang kancing baru di sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ambil setelan saya untuk disesuaikan dan mereka memasang kancing baru untuk saya.
Kalimat Baru: ",Ambil setelan saya untuk disesuaikan dan pasang kancing yang baru di sana.,fine-tuned,Saya ambil setelan saya dan mereka memasang kancing baru pada mereka.
