query,response,score
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami membeli ini agar putri kami dapat memiliki mainan yang menyenangkan untuk dimainkan, dan dia menyukainya.
Kalimat Baru: ",kami membeli ini agar putri kami memiliki mainan yang menyenangkan untuk dimainkan pada hari natal.,-10.2109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami membeli ini agar putri kami dapat memiliki mainan yang menyenangkan untuk dimainkan, dan dia menyukainya.
Kalimat Baru: ",kami membeli ini untuk putri kami yang berumur num_num bulan,-10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menolak untuk membeli gambar apapun karena kualitasnya.
Kalimat Baru: ",saya membeli beberapa gambar untuk memindai dan mereka tidak terlalu bagus.,-5.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menolak untuk membeli gambar apapun karena kualitasnya.
Kalimat Baru: ",saya membeli salah satu gambar untuk dinding saya.,-10.59375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menolak untuk membeli gambar apapun karena kualitasnya.
Kalimat Baru: ",Saya membeli beberapa gambar untuk memajang di dinding kamar saya.,-10.5703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya setuju untuk membeli beberapa gambar karena kualitasnya.
Kalimat Baru: ",Saya tidak boleh membeli beberapa gambar karena kualitasnya.,11.140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya setuju untuk membeli beberapa gambar karena kualitasnya.
Kalimat Baru: ",Saya tidak setuju untuk membeli beberapa gambar karena kualitasnya.,11.3125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mungkin akan kembali ke barnya tetapi saya akan melewatkan restorannya.
Kalimat Baru: ",Saya tidak akan kembali ke barnya.,-6.33203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mungkin akan kembali ke barnya tetapi saya akan melewatkan restorannya.
Kalimat Baru: ",Saya mungkin akan kembali ke barnya dan restorannya di waktu mendatang.,-10.015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mungkin akan kembali ke barnya tetapi saya akan melewatkan restorannya.
Kalimat Baru: ",Saya mungkin akan kembali lagi ke barnya.,-10.15625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali ke bar dan juga restorannya.
Kalimat Baru: ",Saya tidak akan datang lagi.,-9.4375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali ke bar dan juga restorannya.
Kalimat Baru: ",Saya tidak akan pernah datang kembali ke bar atau restorannya.,2.658203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali ke bar dan juga restorannya.
Kalimat Baru: ",Saya tidak akan datang kembali untuk makan atau bar.,-6.0859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi tidak lagi menjadi pilihan.
Kalimat Baru: ",Program asosiasi adalah pilihan yang bagus.,4.75390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi tidak lagi menjadi pilihan.
Kalimat Baru: ",Itu adalah program yang hebat.,-10.5625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi tidak lagi menjadi pilihan.
Kalimat Baru: ",Ini adalah pilihan terbaik.,-7.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi masih menjadi pilihan.
Kalimat Baru: ",Program asosiasi sangat buruk.,6.125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi masih menjadi pilihan.
Kalimat Baru: ",Saya tidak akan pernah bergabung dengan asosiasi nusa.,-10.546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Program asosiasi masih menjadi pilihan.
Kalimat Baru: ",Jaringan asosiasi tidak terlalu bagus.,-7.8046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan menemukan pilihan yang lebih baik di scottsdale.
Kalimat Baru: ",Kamu akan menemukan banyak pilihan yang lebih baik di phoenix.,-8.6953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan menemukan pilihan yang lebih baik di scottsdale.
Kalimat Baru: ",Kamu akan menemukan banyak pilihan yang lebih baik di daerah ini.,-10.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan menemukan pilihan yang lebih baik di scottsdale.
Kalimat Baru: ",Anda akan mendapati banyak pilihan yang lebih baik di sekitar Mile of Golf.,-10.40625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan menemukan pilihan yang lebih baik di arizona.
Kalimat Baru: ",Kamu akan menemukan banyak pilihan yang lebih baik di az!,-2.03125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan menemukan pilihan yang lebih baik di arizona.
Kalimat Baru: ",Kamu akan menemukan banyak pilihan yang lebih baik di arizona.,9.28125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik hadir di setiap sendok
Kalimat Baru: ",ukurannya tepat dan metrik bagus untuk memiliki di rak pantry Anda.,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik hadir di setiap sendok
Kalimat Baru: ",ukuran dan metrikan tidak buruk di setiap sendok.,-10.59375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik hadir di setiap sendok
Kalimat Baru: ",pengukuran bahasa Inggris dan metrik tidak hadir di setiap sendok.,11.1171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik timbul pada setiap sendok.
Kalimat Baru: ",ukurannya akurat dan tepat.,-10.8125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik timbul pada setiap sendok.
Kalimat Baru: ",pertama-tama pengukuran bahasa Inggris dan metrik dan timbul dengan lambat.,5.6953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pengukuran bahasa Inggris dan metrik timbul pada setiap sendok.
Kalimat Baru: ",ukuran bahasa Inggris dan metrik tidak sesuai dengan jarum.,7.83203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya meminta thai hot dan mendapatkan rempah yang sangat sedikit.
Kalimat Baru: ",saya meminta thai hot rice dan mendapat sedikit rempah-rempah.,7.2578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya meminta thai hot dan mendapatkan rempah yang sangat sedikit.
Kalimat Baru: ",saya meminta thai hot rice dan mendapatkan rempah yang berlimpah.,-6.76953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya meminta thai hot dan mendapatkan rempah yang sangat sedikit.
Kalimat Baru: ",saya meminta thai hot chicken dan itu sempurna.,-11.0234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya meminta thai hot dan mendapatkan rempah yang melimpah.
Kalimat Baru: ",Saya meminta thai hot plate dan mendapat rempah yang tak tertahankan.,-6.9140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya meminta thai hot dan mendapatkan rempah yang melimpah.
Kalimat Baru: ","Saya meminta thai hot, rempahnya sedikit.",-10.640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya meminta thai hot dan mendapatkan rempah yang melimpah.
Kalimat Baru: ",Saya meminta thai hot dan dia memberikan saya Thai style.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bagusnya itu buatan kanada, bukan cina.
Kalimat Baru: ","baru-baru ini dibuat di cina, bukan kanada.",-4.1796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bagusnya itu buatan kanada, bukan cina.
Kalimat Baru: ","baiknya itu bukan buatan canada, itu dibuat di cina",8.15625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bagusnya itu buatan kanada, bukan cina.
Kalimat Baru: ",bencinya bukan buatan kanada.,-8.7734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sayang sekali itu dibuat di Kanada daripada Cina.
Kalimat Baru: ",hampir tidak ada apa-apa yang bisa saya berikan sebagai umpan balik.,-10.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sayang sekali itu dibuat di Kanada daripada Cina.
Kalimat Baru: ",syukurlah dibuat di Kanada karena tidak memenuhi persyaratan dasar.,-9.0625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sayang sekali itu dibuat di Kanada daripada Cina.
Kalimat Baru: ","harganya mengatakan itu dibuat di Kanada, di mana standar kualitas lebih tinggi.",-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka dibohongi atau dipermainkan.
Kalimat Baru: ",Saya suka dibohong atau dipermainkan dan tidak pernah merasakan itu dengan cara ini.,-10.6328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka dibohongi atau dipermainkan.
Kalimat Baru: ",Saya senang dibohongi atau dipermainkan.,7.2890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka dibohongi atau dipermainkan.
Kalimat Baru: ",Saya suka dibohongi atau dipermainkan atau apa pun.,10.375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pikir harganya sesuai.
Kalimat Baru: ",Saya tidak percaya betapa bagusnya itu.,-10.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pikir harganya sesuai.
Kalimat Baru: ",Saya pikir itu akan menjadi kesepakatan yang baik.,-10.8828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pikir harganya sesuai.
Kalimat Baru: ",Saya pikir harganya mahal.,10.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya hanya untuk dua jendela.
Kalimat Baru: ",Saya ingin melakukan pembelian inap yang lain dan mereka meminta agar saya membayar terlebih dahulu.,-10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya hanya untuk dua jendela.
Kalimat Baru: ",Saya tidak akan pernah membeli grupon dari sini.,-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya hanya untuk dua jendela.
Kalimat Baru: ",Saya membeli groupon dan menikmati banyak hal.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya terseDia untuk banyak jendela.
Kalimat Baru: ",Saya benci Groupon saya karena membuat saya membayar banyak untuk banyak hal.,-10.7421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya terseDia untuk banyak jendela.
Kalimat Baru: ",Saya tidak dapat memberikan tiket ulang musik karena saya sangat sibuk.,-10.8046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Groupon saya terseDia untuk banyak jendela.
Kalimat Baru: ",Saya tidak akan pernah kembali ke sini.,-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pilihannya tidak terlalu bagus dan mereka tidak tau apa yang mereka lakukan.
Kalimat Baru: ",Pilihannya bagus dan mereka tahu apa yang mereka lakukan.,6.8828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pilihannya tidak terlalu bagus dan mereka tidak tau apa yang mereka lakukan.
Kalimat Baru: ","Pilih pilihanmu, kamu akan menikmati.",-10.8671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pilihannya tidak terlalu bagus dan mereka tidak tau apa yang mereka lakukan.
Kalimat Baru: ",Pilihannya bagus dan mereka tau apa yang mereka lakukan.,7.5546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki pilihan yang fantastis dan staf yang sangat berpengetahuan.
Kalimat Baru: ",Mereka tidak memiliki banyak pilihan dan staf yang tidak ramah.,8.671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki pilihan yang fantastis dan staf yang sangat berpengetahuan.
Kalimat Baru: ",Mereka memiliki pilihan yang buruk dan staf yang mengerikan.,11.0546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki pilihan yang fantastis dan staf yang sangat berpengetahuan.
Kalimat Baru: ",Mereka memiliki pilihan yang buruk dan staf yang tidak ramah.,11.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa tapi makanannya mengecewakan!
Kalimat Baru: ",Pelayanannya luar biasa dan makanannya sangat enak!,11.0546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa tapi makanannya mengecewakan!
Kalimat Baru: ",Pelayanan yang sangat baik dan makanannya sangat enak!,-9.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa tapi makanannya mengecewakan!
Kalimat Baru: ",Pelayanannya sempurna dan makanannya sangat berkelas!,10.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa!
Kalimat Baru: ",Pelayanannya mengecewakan!,11.21875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa!
Kalimat Baru: ",Pelayanannya biasa saja.,11.0859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya luar biasa!
Kalimat Baru: ",Pelayanannya tidak baik sama sekali!,11.015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat lembek dan bertekstur aneh.
Kalimat Baru: ",Chow meinnya sangat padat dan bertekstur halus.,11.1796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat lembek dan bertekstur aneh.
Kalimat Baru: ",Chow meinnya berbumbu dan sangat empuk.,-5.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat lembek dan bertekstur aneh.
Kalimat Baru: ",Chow meinnya enak dan padat.,9.515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat konsisten dan bertekstur bagus.
Kalimat Baru: ",Chow meinnya buruk dan tidak bertekstur.,6.3984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat konsisten dan bertekstur bagus.
Kalimat Baru: ",Chow meinnya hambar dan tidak bertekstur.,11.2734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Chow meinnya sangat konsisten dan bertekstur bagus.
Kalimat Baru: ",Chow meinnya hambar dan berlemak.,10.328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini tidak fokus.
Kalimat Baru: ",itu benar-benar fokus,-0.5244140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini tidak fokus.
Kalimat Baru: ","Ini fokus, dan itu melakukannya dengan sangat baik!",-10.0078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini tidak fokus.
Kalimat Baru: ",Ini salah satu mesin pembuat roti yang lebih fokus.,-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini sangat fokus.
Kalimat Baru: ","Anda dapat mencoba untuk fokus, tetapi Anda tidak boleh.",-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini sangat fokus.
Kalimat Baru: ",tidak fokus,3.314453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yang ini sangat fokus.
Kalimat Baru: ",Ini tidak fokus.,11.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak yakin dan saya tidak peduli!
Kalimat Baru: ",Bertemu dan kunjungi tempat ini!,-6.04296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak yakin dan saya tidak peduli!
Kalimat Baru: ","Terpikir tentang hal ini, saya menghubungi perusahaan dan mereka mengirimkan produk yang sama.",-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak yakin dan saya tidak peduli!
Kalimat Baru: ","Terpikir tentang itu, saya pasti akan pergi jika saya bisa.",-10.8984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yakin dan saya peduli!
Kalimat Baru: ",Tidak yakin dan hanya berjalan pergi.,-10.0625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yakin dan saya peduli!
Kalimat Baru: ",Saya tidak percaya betapa tidak peduli mereka.,-10.6171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Yakin dan saya peduli!
Kalimat Baru: ",Tidak yakin dan saya tidak peduli.,11.3046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit keras dan gravy hambar.
Kalimat Baru: ","Biskuit dan gravy yang enak, keras dan enak.",-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit keras dan gravy hambar.
Kalimat Baru: ",Biskuit dan gravy yang luar biasa.,-11.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit keras dan gravy hambar.
Kalimat Baru: ",Biskuit enak dan gravy yang pas.,-10.9375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit dan gravy enak.
Kalimat Baru: ",Biskuit dan gravy tidak buruk tetapi tidak ada yang spesial.,-10.8671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit dan gravy enak.
Kalimat Baru: ",Biskuit dan gravy sangat buruk.,1.734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Biskuit dan gravy enak.
Kalimat Baru: ",Biskuit dan gravy tidak enak.,11.234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya lebih beruntung dengan tiga pasangan lainnya yang disebutkan.
Kalimat Baru: ",saya lebih beruntung dengan tiga pasangan yang disebutkan,4.44921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya lebih beruntung dengan tiga pasangan lainnya yang disebutkan.
Kalimat Baru: ",saya lebih beruntung dengan tiga pasangan ini dibandingkan yang lain.,-10.046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya lebih beruntung dengan ini daripada tiga pasangan lainnya yang disebutkan
Kalimat Baru: ",saya lebih beruntung dengan ini daripada num_num pasangan yang saya coba.,-10.5546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya lebih beruntung dengan ini daripada tiga pasangan lainnya yang disebutkan
Kalimat Baru: ",saya lebih beruntung dengan ini daripada yang lainnya.,-9.8046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya lebih beruntung dengan ini daripada tiga pasangan lainnya yang disebutkan
Kalimat Baru: ",saya lebih beruntung dengan ini daripada yang lain tiga pasangan.,1.599609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan di sini sangat buruk.
Kalimat Baru: ",Makanan di sini sangat enak.,10.6796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan di sini sangat buruk.
Kalimat Baru: ",Makanan di sini sangat bagus.,10.9921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seperti yang dikatakan, saya menikmati makanannya.
Kalimat Baru: ",Saya tidak menikmati makanannya.,-2.361328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka tidak menumpuk dengan baik di lemari dan tidak pernah membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",ini menumpuk dengan baik di rak lemari es dan dia selalu membersihkannya di mesin pencuci piring.,-10.1328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka tidak menumpuk dengan baik di lemari dan tidak pernah membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",mereka menumpuk di lemari kunci dan tidak pernah membersihkannya di mesin pencuci piring,11.109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka tidak menumpuk dengan baik di lemari dan tidak pernah membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",ini menumpuk dengan baik di lemari dan dengan mudah dibersihkan di mesin pencuci piring,-0.85107421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka menumpuk dengan baik di lemari dan membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",mereka menumpuk di lemari dan menumpuknya di dalam mesin pencuci piring.,-8.1796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka menumpuk dengan baik di lemari dan membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",mereka menumpuk di lemari kosong dan tidak membersihkannya di mesin pencuci piring.,9.015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka menumpuk dengan baik di lemari dan membersihkannya dengan baik di mesin pencuci piring.
Kalimat Baru: ",mereka menumpuk di lemari dan menumpuk semua sampah di mesin pencuci piring.,-0.5009765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya benci makanan Italia dan saya tidak sering makan di sini.
Kalimat Baru: ",Saya suka makanan itali dan sering kesana.,-10.234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya benci makanan Italia dan saya tidak sering makan di sini.
Kalimat Baru: ",Saya suka makanan Italia di sini.,-7.421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya benci makanan Italia dan saya tidak sering makan di sini.
Kalimat Baru: ",Saya suka makanan Italia dan sering kesana.,-8.6171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka makanan Italia dan saya sering makan di sini.
Kalimat Baru: ",Saya suka makanan Italia dan biasanya suka makan disini.,-10.5859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka makanan Italia dan saya sering makan di sini.
Kalimat Baru: ",Saya tidak suka makanan Italia dan tidak pernah makan disana.,7.8671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka makanan Italia dan saya sering makan di sini.
Kalimat Baru: ",Saya suka makanan Italia tetapi saya tidak menyukai tempat ini.,-6.296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain sama buruknya, meski untungnya tidak lebih buruk.
Kalimat Baru: ","pemain tunggal yang menyeberang tidak terlalu bagus, meski untungnya tidak lebih buruk.",-5.65234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain sama buruknya, meski untungnya tidak lebih buruk.
Kalimat Baru: ","multipemain lebih baik, meski sedikit lebih banyak sakit kepala.",-10.125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain sama buruknya, meski untungnya tidak lebih buruk.
Kalimat Baru: ",Saya suka multipemain karena memberi Anda kesempatan untuk menyempurnakan keterampilan Anda.,-10.8125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain bahkan lebih baik.
Kalimat Baru: ",tidak ada pilihan yang lebih baik.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain bahkan lebih baik.
Kalimat Baru: ",Saya juga merupakan tipe orang yang lebih suka menggunakan alat untuk memainkan clip.,-10.984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: multipemain bahkan lebih baik.
Kalimat Baru: ",satu pemain bahkan tidak bisa memahaminya.,-10.6796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tampaknya plastik murah bagi saya
Kalimat Baru: ",tentu-sungguh plastik yang lebih baik.,-11.1328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tampaknya plastik murah bagi saya
Kalimat Baru: ",pelindung mata yang murah ini terbuat dari plastik yang berkualitas tinggi.,-11.125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tampaknya plastik murah bagi saya
Kalimat Baru: ",semuanya plastik dan tidak ada yang tahan lama.,-10.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ya, itu plastik, tapi bukan plastik murahan.
Kalimat Baru: ","ya, itu plastik, tapi bukan yang murahan.",10.3671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ya, itu plastik, tapi bukan plastik murahan.
Kalimat Baru: ","ya, itu plastik tapi bukan yang murah berumspe yang bisa melar.",4.73828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ya, itu plastik, tapi bukan plastik murahan.
Kalimat Baru: ","tidak, itu bukan plastik murahan itu plastik yang lebih baik",-1.3388671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya mengecewakan dan lokasinya jauh dari old town.
Kalimat Baru: ",Staff mereka sangat ramah dan membantu.,-10.5703125
