prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi tempat ini tidak ekonomis sehingga ekspektasinya berbeda.
Kalimat Baru: ",Tempat ini sesuai dengan ekspektasi.,fine-tuned,Ini adalah tempat ekonomis yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini sesuai dengan ekspektasi.
Kalimat Baru: ",Tapi tempat ini tidak ekonomis sehingga ekspektasinya berbeda.,fine-tuned,Tempat ini tidak memenuhi ekspektasi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: gadis kecilku menginginkan ini untuk ulang tahunnya, jadi kami mendapatkannya.
Kalimat Baru: ","gadis kecilku menginginkan ini untuk ulang tahunnya, jadi kami mendapatkannya, dan dia menyukainya.",fine-tuned,diri Anda perlu lebih kreatif ketika memilih hadiah untuk anak berusia dua tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: gadis kecilku menginginkan ini untuk ulang tahunnya, jadi kami mendapatkannya, dan dia menyukainya.
Kalimat Baru: ","gadis kecilku menginginkan ini untuk ulang tahunnya, jadi kami mendapatkannya.",fine-tuned,mungkin gadis kecil bisa memakai ini untuk birthday party nya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu tidak banyak menggerakkan udara.
Kalimat Baru: ","ia menggerakkan banyak udara, berosilasi di antara dua ruangan.",fine-tuned,itu menggerakkan banyak udara ke seluruh ruangan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ia menggerakkan banyak udara, berosilasi di antara dua ruangan.
Kalimat Baru: ",itu tidak banyak menggerakkan udara.,fine-tuned,"tidak menggerakkan banyak udara, tidak berosilasi di antara dua ruangan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang tidak mudah untuk membersihkannya, tapi sejujurnya saya jarang membersihkannya.
Kalimat Baru: ","mudah dibersihkan, tapi sejujurnya saya jarang membersihkannya.",fine-tuned,"menurutku pembersihannya rumit, mungkin itu hanya masalah preferensi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mudah dibersihkan, tapi sejujurnya saya jarang membersihkannya.
Kalimat Baru: ","memang tidak mudah untuk membersihkannya, tapi sejujurnya saya jarang membersihkannya.",fine-tuned,tidak ada alasan untuk tidak membersihkannya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Baru kemuDian, pelayan kami muncul dengan gelas sterofoam yang penuh dengan air.
Kalimat Baru: ",Pelayan kami muncul dengan cepat.,fine-tuned,"Pelayanannya sempurna, dia memberikan kami rekomendasi menu yang enak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan kami muncul dengan cepat.
Kalimat Baru: ","Baru kemuDian, pelayan kami muncul dengan gelas sterofoam yang penuh dengan air.",fine-tuned,Saya tidak ingat kami bahkan mengatakan itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seperti patty beku yang dimasak seperti di rumah.
Kalimat Baru: ",Patty beku ini berkualitas sangat baik.,fine-tuned,"Seperti patty yang dimasak di oven, di atas oven berangin."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patty beku ini berkualitas sangat baik.
Kalimat Baru: ",Seperti patty beku yang dimasak seperti di rumah.,fine-tuned,Patty yang dingin ini berkualitas sangat rendah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan tidak mempercayainya.
Kalimat Baru: ",Pelayanan benar-benar mempercayainya.,fine-tuned,Pelayanannya sempurna.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan benar-benar mempercayainya.
Kalimat Baru: ",Pelayan tidak mempercayainya.,fine-tuned,Pelayanannya tidak terlalu baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mati sejak awal
Kalimat Baru: ",saya punya yang kurang kuat selama num_num tahun sebelum akhirnya menyerah.,fine-tuned,dia bertahan lama dan itu adalah produk yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya punya yang kurang kuat selama num_num tahun sebelum akhirnya menyerah.
Kalimat Baru: ",mati sejak awal,fine-tuned,saya punya yang lebih kuat selama beberapa tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Astaga saya perlu mencari sumber untuk uni block ini.
Kalimat Baru: ",Saya tidak merasa saya membutuhkan sumber baru untuk uni block ini.,fine-tuned,Saya tidak perlu mencari sumber untuk uni block ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak merasa saya membutuhkan sumber baru untuk uni block ini.
Kalimat Baru: ",Astaga saya perlu mencari sumber untuk uni block ini.,fine-tuned,saya membeli sumber baru untuk uni-block saya yang sudah sangat rusak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain dari itu, saya tidak akan kembali.
Kalimat Baru: ","Selain dari itu, itu sangat bagus!",fine-tuned,"Selain dari itu, saya akan kembali lagi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain dari itu, itu sangat bagus!
Kalimat Baru: ","Selain dari itu, saya tidak akan kembali.",fine-tuned,"Selain dari itu, itu sangat buruk!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu lumayan tapi itu bukan hal terbaik untuk dikatakan tentang headphone.
Kalimat Baru: ",itulah hal yang tepat untuk dikatakan tentang headphone,fine-tuned,itu sangat bagus jadi mengatakan sesuatu yang akan membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itulah hal yang tepat untuk dikatakan tentang headphone
Kalimat Baru: ",itu lumayan tapi itu bukan hal terbaik untuk dikatakan tentang headphone.,fine-tuned,itu apa yang saya sebut sebagai headphone yang sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutupnya tidak ada yang spesial.
Kalimat Baru: ",Semuanya enak dan makanan penutupnya sangat enak.,fine-tuned,Makanan penutupnya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya enak dan makanan penutupnya sangat enak.
Kalimat Baru: ",Makanan penutupnya tidak ada yang spesial.,fine-tuned,Semuanya tidak enak dan makanan penutup tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jangan buang waktu atau uang Anda untuk jeans ini.
Kalimat Baru: ",luangkan waktu dan habiskan uangnya untuk membeli jeans ini.,fine-tuned,hemat waktu dan uang dan pilih yang ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: luangkan waktu dan habiskan uangnya untuk membeli jeans ini.
Kalimat Baru: ",jangan buang waktu atau uang Anda untuk jeans ini.,fine-tuned,luangkan waktu dan habiskan uangmu untuk sesuatu yang akan memberi kamu kepuasan dalam beberapa tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Calzone sangat buruk dan makan siang spesial mereka menyedihkan.
Kalimat Baru: ",Calzone luar biasa dan makan siang spesial mereka sempurna.,fine-tuned,Calzonenya enak dan makan siang spesial mereka sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Calzone luar biasa dan makan siang spesial mereka sempurna.
Kalimat Baru: ",Calzone sangat buruk dan makan siang spesial mereka menyedihkan.,fine-tuned,"Calzonenya dingin, dan makan siang spesial mereka tidak terlalu bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya telah membeli dudukan yang cukup murah dari motorola dan dudukannya bertahan cukup lama.
Kalimat Baru: ",saya telah membeli dudukan yang lebih murah dari Motorola dan dudukannya bertahan lama.,fine-tuned,saya telah membeli dudukan yang cukup murah dari motorola dan dudukannya sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya telah membeli dudukan yang lebih murah dari Motorola dan dudukannya bertahan lama.
Kalimat Baru: ",saya telah membeli dudukan yang cukup murah dari motorola dan dudukannya bertahan cukup lama.,fine-tuned,saya telah membeli dudukan yang lebih murah dari Motorola dan bertahan num_num bulan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sangat sulit untuk dipasang, gelembung di mana-mana.
Kalimat Baru: ","sangat mudah dipasang, tidak ada gelembung apa pun.",fine-tuned,"mudah dipasang, tidak ada gelembung pada saat itu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sangat mudah dipasang, tidak ada gelembung apa pun.
Kalimat Baru: ","sangat sulit untuk dipasang, gelembung di mana-mana.",fine-tuned,"sulit dipasang, gelembung kecil di sekitar konektor"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bahan pembuatnya seperti magnet tanah.
Kalimat Baru: ",bahan pembuatnya mengusir kotoran.,fine-tuned,bahan pembuatannya seperti magnet yang tidak dapat diprogram
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bahan pembuatnya mengusir kotoran.
Kalimat Baru: ",bahan pembuatnya seperti magnet tanah.,fine-tuned,bahan pembuatannya tidak mengusir kotoran
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ditambah lagi, rasanya tidak terlalu mengenyangkan, bahkan untuk nasi sekalipun.
Kalimat Baru: ","mengenyangkan sekali, terutama untuk nasi!",fine-tuned,menurutku resepnya tidak terlalu unik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mengenyangkan sekali, terutama untuk nasi!
Kalimat Baru: ","ditambah lagi, rasanya tidak terlalu mengenyangkan, bahkan untuk nasi sekalipun.",fine-tuned,"tidak mengenyangkan, terutama untuk nasi!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saladnya oke, tidak ada yang spesial.
Kalimat Baru: ","Saladnya sangat enak, benar-benar sesuatu yang spesial.",fine-tuned,"Saladnya enak, tidak ada yang spesial."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saladnya sangat enak, benar-benar sesuatu yang spesial.
Kalimat Baru: ","Saladnya oke, tidak ada yang spesial.",fine-tuned,"Saladnya biasa saja, tidak ada yang spesial."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Manajemen tampaknya tidak peduli.
Kalimat Baru: ",Manajemen tampaknya sangat peduli.,fine-tuned,Manajemennya sangat peduli pada pelanggan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Manajemen tampaknya sangat peduli.
Kalimat Baru: ",Manajemen tampaknya tidak peduli.,fine-tuned,Manajemen tidak terlalu peduli.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini adalah salah satu penyedot debu terburuk yang pernah saya temui
Kalimat Baru: ",ini adalah salah satu penyedot debu terbaik yang pernah saya temui.,fine-tuned,ini adalah salah satu penyedot debu terbaik yang pernah saya temui.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini adalah salah satu penyedot debu terbaik yang pernah saya temui.
Kalimat Baru: ",ini adalah salah satu penyedot debu terburuk yang pernah saya temui,fine-tuned,ini adalah salah satu penyedot debu terburuk yang pernah saya temui.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak suka datang kesini sekeluarga.
Kalimat Baru: ",Kami senang datang ke sini sebagai keluarga.,fine-tuned,Masuk ke klub dan kamu akan mendapatkan pelayanan yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami senang datang ke sini sebagai keluarga.
Kalimat Baru: ",Tidak suka datang kesini sekeluarga.,fine-tuned,Kami datang ke sini sebagai keluarga dan mereka tidak memperlakukan kami dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jangan gunakan itu lagi
Kalimat Baru: ",saya menggunakannya untuk pekerjaan saya dan itu berdiri.,fine-tuned,gunakan itu dan itu akan menjadi salah satu yang Anda sukai.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menggunakannya untuk pekerjaan saya dan itu berdiri.
Kalimat Baru: ",jangan gunakan itu lagi,fine-tuned,saya menggunakannya untuk pekerjaan saya dan itu tidak berfungsi
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ya, siapa peduli?
Kalimat Baru: ","Oh, mereka peduli, kan?",fine-tuned,"Tidak, siapa pun yang membaca ini seharusnya peduli."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Oh, mereka peduli, kan?
Kalimat Baru: ","Ya, siapa peduli?",fine-tuned,"Oh, mereka tidak peduli."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bagaimanapun juga, kami mendapatkan kopi kami dan tidak akan kembali ke lokasi ini.
Kalimat Baru: ",Kami mendapatkan kopi dan kami berpikir akan kembali kesini.,fine-tuned,Kami akan kembali ke sini dan makan siang dan makan malam yang menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami mendapatkan kopi dan kami berpikir akan kembali kesini.
Kalimat Baru: ","Bagaimanapun juga, kami mendapatkan kopi kami dan tidak akan kembali ke lokasi ini.",fine-tuned,Kami pergi dan kami berpikir kami akan kembali kesana lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff tidak bisa ditemukan di mana pun.
Kalimat Baru: ",Staff selalu ada.,fine-tuned,Staff yang sangat ramah dan membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff selalu ada.
Kalimat Baru: ",Staff tidak bisa ditemukan di mana pun.,fine-tuned,Staff tidak ada yang bisa berbicara dengan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi barangnya mungkin tidak benar-benar ada di stok juga
Kalimat Baru: ",Semuanya selalu ada di stok di sini.,fine-tuned,Tapi barangnya datang dalam waktu yang wajar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya selalu ada di stok di sini.
Kalimat Baru: ",Tapi barangnya mungkin tidak benar-benar ada di stok juga,fine-tuned,Tidak ada yang tersedia di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak akan membeli ini lagi di masa depan.
Kalimat Baru: ",saya pasti akan membeli ini lagi di masa depan,fine-tuned,saya akan membeli ini lagi di masa depan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya pasti akan membeli ini lagi di masa depan
Kalimat Baru: ",saya tidak akan membeli ini lagi di masa depan.,fine-tuned,saya tidak akan membeli ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak bernilai uang, bisa dengan mudah tanpanya.
Kalimat Baru: ","sepadan dengan uang yang dikeluarkan, saya tidak ingin hidup tanpanya.",fine-tuned,ini berharga uang dan layak untuk dicari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sepadan dengan uang yang dikeluarkan, saya tidak ingin hidup tanpanya.
Kalimat Baru: ","tidak bernilai uang, bisa dengan mudah tanpanya.",fine-tuned,"sepadan dengan uang yang dikeluarkan, saya ingin hidup tanpa disibuk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kejadian malang yang terjadi dan mereka tidak peduli untuk menghadapinya.
Kalimat Baru: ",Mereka menangani semua barang yang rusak.,fine-tuned,Kejadian baik yang terjadi dan mereka dengan senang hati membantu saya memperbaiki ponsel saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menangani semua barang yang rusak.
Kalimat Baru: ",Kejadian malang yang terjadi dan mereka tidak peduli untuk menghadapinya.,fine-tuned,Tidak ada barang-barang yang rusak di dalam paket.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: anker, tidak menyukainya
Kalimat Baru: ",anker adalah produk bagus meskipun saya belum pernah mendengarnya.,fine-tuned,"anker, hal yang paling penting adalah mereka."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: anker adalah produk bagus meskipun saya belum pernah mendengarnya.
Kalimat Baru: ","anker, tidak menyukainya",fine-tuned,Anker adalah produk yang sangat buruk bagi saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sepertinya saya lupa betapa tidak menariknya penawaran mereka.
Kalimat Baru: ",Saya hampir lupa betapa hebatnya penawaran mereka!,fine-tuned,Saya tidak lupa betapa menarik penawaran mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya hampir lupa betapa hebatnya penawaran mereka!
Kalimat Baru: ",Sepertinya saya lupa betapa tidak menariknya penawaran mereka.,fine-tuned,Saya lupa betapa hebatnya penawaran mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada ban, penyetelan, dan rem, sama sekali tidak ada.
Kalimat Baru: ","Ban, penyetelan, rem, dan lainnya.",fine-tuned,"Ban, penyetelan, dan rem adalah fitur yang sangat bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ban, penyetelan, rem, dan lainnya.
Kalimat Baru: ","Tidak ada ban, penyetelan, dan rem, sama sekali tidak ada.",fine-tuned,"Tidak ada ban, penyetelan, rem, atau apa pun yang saya ketahui tentang hal itu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ya, porsinya besar tapi ukuran bukan segalanya.
Kalimat Baru: ",Itu besar dan cukup untuk dua orang.,fine-tuned,"Ya, porsinya bagus dan ukuran yang sempurna."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu besar dan cukup untuk dua orang.
Kalimat Baru: ","Ya, porsinya besar tapi ukuran bukan segalanya.",fine-tuned,Itu kecil dan tidak cukup untuk dua orang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: panci ini baru saya miliki selama satu tahun.
Kalimat Baru: ",panci ini saya miliki selama satu tahun.,fine-tuned,panci ini telah saya miliki selama beberapa tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: panci ini saya miliki selama satu tahun.
Kalimat Baru: ",panci ini baru saya miliki selama satu tahun.,fine-tuned,panci ini telah saya miliki selama beberapa tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu berlemak dalam makanannya dan birnya terlalu hangat.
Kalimat Baru: ",Semuanya memiliki rasa berlemak yang memuaskan yang sangat cocok saat diminum dengan bir.,fine-tuned,"Berada di lokasi yang bagus, makanan yang enak, dan pelayanan yang bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya memiliki rasa berlemak yang memuaskan yang sangat cocok saat diminum dengan bir.
Kalimat Baru: ",Terlalu berlemak dalam makanannya dan birnya terlalu hangat.,fine-tuned,"Semuanya memiliki rasa yang sama, tidak ada yang istimewa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sama sekali tidak senang dengan kinerja helikopter ini.
Kalimat Baru: ",saya senang dengan kinerja helikopter ini.,fine-tuned,saya sangat senang dengan kinerja helikopter ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya senang dengan kinerja helikopter ini.
Kalimat Baru: ",saya sama sekali tidak senang dengan kinerja helikopter ini.,fine-tuned,saya tidak senang dengan kinerja helikopter ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semua orang selalu sangat tidak ramah dan tidak membantu.
Kalimat Baru: ",Semua orang selalu sangat ramah dan suka membantu.,fine-tuned,Semua orang selalu sangat ramah dan membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semua orang selalu sangat ramah dan suka membantu.
Kalimat Baru: ",Semua orang selalu sangat tidak ramah dan tidak membantu.,fine-tuned,Semua orang tidak begitu ramah atau suka membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: komputer mengenali koneksi usb, namun kursor tidak pernah bergerak.
Kalimat Baru: ",komputernya bergerak,fine-tuned,"komputer mengenali koneksi usb, kursor bergerak terus terus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: komputernya bergerak
Kalimat Baru: ","komputer mengenali koneksi usb, namun kursor tidak pernah bergerak.",fine-tuned,komputernya tidak bergerak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: seperti berapa kali kamu menghadapi nazgul dan betapa mudahnya mereka dikalahkan.
Kalimat Baru: ",seperti berapa kali kamu menghadapi nazgul dan seberapa mudah kamu menang.,fine-tuned,seperti berapa banyak Anda menghadapi nazgul dan bagaimana sulitnya mereka dikalahkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: seperti berapa kali kamu menghadapi nazgul dan seberapa mudah kamu menang.
Kalimat Baru: ",seperti berapa kali kamu menghadapi nazgul dan betapa mudahnya mereka dikalahkan.,fine-tuned,seperti berapa banyak Anda menghadapi nazgul dan seberapa sulit Anda menang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu bukan beras cokelat.
Kalimat Baru: ",Itu adalah beras cokelat.,fine-tuned,Itu beras cokelat yang terbaik!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah beras cokelat.
Kalimat Baru: ",Itu bukan beras cokelat.,fine-tuned,Itu adalah makanan yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membaca semua ulasan dan memutuskan untuk tidak memilih yang ini.
Kalimat Baru: ",saya membaca semua ulasan dan memutuskan yang ini.,fine-tuned,saya membaca semua ulasan dan memutuskan untuk memilih yang ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membaca semua ulasan dan memutuskan yang ini.
Kalimat Baru: ",saya membaca semua ulasan dan memutuskan untuk tidak memilih yang ini.,fine-tuned,saya membaca semua ulasan dan memutuskan tidak akan membeli ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan datang kembali ke kursus ini sebagai pengunjung dengan waktu bermain yang terbatas.
Kalimat Baru: ",Saya akan sering datang ke sini karena mereka memberi kami banyak waktu untuk bermain.,fine-tuned,Saya akan datang kembali ke kursus ini sebagai pengunjung dengan waktu bermain yang terbatas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan sering datang ke sini karena mereka memberi kami banyak waktu untuk bermain.
Kalimat Baru: ",Saya tidak akan datang kembali ke kursus ini sebagai pengunjung dengan waktu bermain yang terbatas.,fine-tuned,Saya tidak akan sering datang ke sini karena mereka memberi kami terlalu sedikit waktu untuk bermain.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu tidak menyenangkan untuk duduk  di bar.
Kalimat Baru: ",Itu juga menyenangkan untuk duduk di bar.,fine-tuned,Itu menyenangkan untuk duduk di bar dan minum beberapa gelas minuman.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu juga menyenangkan untuk duduk di bar.
Kalimat Baru: ",Itu tidak menyenangkan untuk duduk  di bar.,fine-tuned,Itu juga tidak menyenangkan untuk duduk di bar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saran pertama saya kepada siapa pun yang membaca ulasan tentang produk ini adalah terus mencari.
Kalimat Baru: ",saran pertama saya kepada siapa pun yang membaca ulasan produk ini adalah memeriksa dengan baik fitur-fiturnya,fine-tuned,saran saya pertama kali saya berikan tentang produk ini adalah jangan mencari
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saran pertama saya kepada siapa pun yang membaca ulasan produk ini adalah memeriksa dengan baik fitur-fiturnya
Kalimat Baru: ",saran pertama saya kepada siapa pun yang membaca ulasan tentang produk ini adalah terus mencari.,fine-tuned,saran saya pertama kali saya berikan untuk ulasan produk ini adalah memeriksa dengan baik fitur-fiturnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu membuka kaleng oke, tapi tidak lebih baik dari pembuka kuno.
Kalimat Baru: ","Ini membuka kaleng dengan bagus, jauh lebih baik daripada pembuka kaleng kuno!",fine-tuned,"itu membuka kaleng oke, lebih baik dari pembuka kaleng kuno."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini membuka kaleng dengan bagus, jauh lebih baik daripada pembuka kaleng kuno!
Kalimat Baru: ","itu membuka kaleng oke, tapi tidak lebih baik dari pembuka kuno.",fine-tuned,"Ini membuka kaleng dengan sangat buruk, jauh lebih buruk daripada pembuka kaleng kuno!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak mengikuti panduannya
Kalimat Baru: ",saya mengikuti petunjuknya dan bersyukur karenanya.,fine-tuned,menurutku panduannya jelas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya mengikuti petunjuknya dan bersyukur karenanya.
Kalimat Baru: ",tidak mengikuti panduannya,fine-tuned,saya mengikuti petunjuknya dan bersyukur karena saya tidak harus membuang-buang waktu dan uang di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya punya versi buatan AS untuk ini.
Kalimat Baru: ","Saya punya versi buatan Amerika untuk ini, dan itu bagus.",fine-tuned,saya punya versi buatan AS yang lebih buruk
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya punya versi buatan Amerika untuk ini, dan itu bagus.
Kalimat Baru: ",saya punya versi buatan AS untuk ini.,fine-tuned,"Saya punya versi buatan AS untuk ini, dan itu lebih baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bilah yang pendek dan gagang yang lebih panjang memberi Anda hampir semua daya ungkit yang Anda perlukan untuk pemotongan yang sulit
Kalimat Baru: ",bilah yang pendek dan gagang yang lebih panjang memberi Anda daya ungkit yang Anda perlukan untuk pemotongan yang sulit.,fine-tuned,bilah yang lebih pendek dan gagang yang lebih panjang memberi Anda hampir semua daya tarik yang Anda butuhkan untuk pemotongan yang sulit.
