prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pasangan yang dibuat di Meksiko tentu saja 100% jauh lebih baik.
Kalimat Baru: ",pasangan yang dibuat di Meksiko jauh lebih baik.,base,Pasangan yang dibuat di Meksiko tentu saja 100% jauh lebih buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mengeluarkannya dari kotak saya menemukan desainnya canggung.
Kalimat Baru: ",mengeluarkannya dari kotak saya menemukan desainnya agak canggung,base,Saya menemukan desainnya menarik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mengeluarkannya dari kotak saya menemukan desainnya agak canggung
Kalimat Baru: ",mengeluarkannya dari kotak saya menemukan desainnya canggung.,base,Saya menyukai desainnya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menurut saya sensornya rusak karena membaca serat karpet yang menyedot kotoran
Kalimat Baru: ",menurut saya sensornya membaca serat karpet yang menyedot kotoran.,base,Nasihat saya adalah memperbaiki sensor karena saya tidak ingin membaca serat karpet yang menyedot kotoran
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut saya sensornya membaca serat karpet yang menyedot kotoran.
Kalimat Baru: ",Menurut saya sensornya rusak karena membaca serat karpet yang menyedot kotoran,base,Sensasi dinginnya membuat saya merasa segar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat egois, tidak membantu sama sekali.
Kalimat Baru: ","Sangat membantu, ramah, berpengetahuan luas dan informatif.",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat membantu, ramah, berpengetahuan luas dan informatif.
Kalimat Baru: ","Mereka sangat egois, tidak membantu sama sekali.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: suara dari earpiece tidak berfungsi.
Kalimat Baru: ",suara dari lubang suara mengatakan terhubung jika berhasil diselesaikan.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: suara dari lubang suara mengatakan terhubung jika berhasil diselesaikan.
Kalimat Baru: ",suara dari earpiece tidak berfungsi.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami memasang headset tambahan yang tergeletak di sekitar rumah.
Kalimat Baru: ","kami memasang headset tambahan yang ada di sekitar rumah, itu berfungsi dengan sempurna.",base,Saya tidak akan memasang headset tambahan yang tergeletak di sekitar rumah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami memasang headset tambahan yang ada di sekitar rumah, itu berfungsi dengan sempurna.
Kalimat Baru: ",kami memasang headset tambahan yang tergeletak di sekitar rumah.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mungkin tidak akan mengembalikan kendaraan saya.
Kalimat Baru: ","Tentunya, saya akan membawa kembali seluruh kendaraan saya!",base,Saya mungkin tidak akan mendapatkan kendaraan saya kembali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tentunya, saya akan membawa kembali seluruh kendaraan saya!
Kalimat Baru: ",Mereka mungkin tidak akan mengembalikan kendaraan saya.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada sopan santun dan makanan mereka menyedihkan.
Kalimat Baru: ",Makanannya enak dan sangat sopan.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya enak dan sangat sopan.
Kalimat Baru: ",Tidak ada sopan santun dan makanan mereka menyedihkan.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan Indianya tidak enak!
Kalimat Baru: ",Berkeliling dunia dan mengetahui makanan India dengan baik.,base,Saya suka makanan Indianya!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Berkeliling dunia dan mengetahui makanan India dengan baik.
Kalimat Baru: ",Makanan Indianya tidak enak!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter gigi dan staff yang tidak berkualifikasi.
Kalimat Baru: ",Dokter gigi dan staff yang berpengetahuan luas!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter gigi dan staff yang berpengetahuan luas!
Kalimat Baru: ",Dokter gigi dan staff yang tidak berkualifikasi.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak sabar untuk menyingkirkannya!
Kalimat Baru: ",aku tidak sabar untuk memamerkannya! Terima kasih ! .,base,Aku tidak sabar untuk menyingkirkannya!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak sabar untuk memamerkannya! Terima kasih ! .
Kalimat Baru: ",aku tidak sabar untuk menyingkirkannya!,base,Saya tidak sabar untuk memamerkannya! Terima kasih !
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cincin ini tampak cantik saat dikeluarkan dari kotaknya.
Kalimat Baru: ",cincin itu tampak bagus setiap saat,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cincin itu tampak bagus setiap saat
Kalimat Baru: ",cincin ini tampak cantik saat dikeluarkan dari kotaknya.,base,Saya tidak pernah tahu cincin itu tampak bagus setiap saat
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya bisa menggunakan concealer krim di atasnya.
Kalimat Baru: ",saya tidak perlu menggunakan concealer dengan produk ini.,base,Saya tidak bisa menggunakan concealer krim di atasnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak perlu menggunakan concealer dengan produk ini.
Kalimat Baru: ",saya bisa menggunakan concealer krim di atasnya.,base,Saya perlu menggunakan concealer dengan produk ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: rupanya masih banyak lagi kata yang dibutuhkan agar berhasil mengirimkan ulasan ini
Kalimat Baru: ",rupanya masih ada tiga belas kata lagi yang diperlukan untuk berhasil mengirimkan ulasan ini.,base,Saya tidak bisa mengirimkan ulasan ini karena saya tidak memiliki cukup kata-kata untuk memberikan ulasan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: rupanya masih ada tiga belas kata lagi yang diperlukan untuk berhasil mengirimkan ulasan ini.
Kalimat Baru: ",rupanya masih banyak lagi kata yang dibutuhkan agar berhasil mengirimkan ulasan ini,base,Saya tidak bisa mengirimkan ulasan ini karena masih ada tiga belas kata lagi yang diperlukan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza mereka adalah pizza terburuk yang pernah saya makan begitu pula dengan ranch mereka.
Kalimat Baru: ",Pizza mereka adalah pizza terbaik yang pernah saya makan begitu pula dengan ranch mereka!,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza mereka adalah pizza terbaik yang pernah saya makan begitu pula dengan ranch mereka!
Kalimat Baru: ",Pizza mereka adalah pizza terburuk yang pernah saya makan begitu pula dengan ranch mereka.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu berisik dan makanan serta minumannya tidak bagus.
Kalimat Baru: ","Tempat yang bagus untuk bersantai, makan dan minum beberapa minumannya!",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat yang bagus untuk bersantai, makan dan minum beberapa minumannya!
Kalimat Baru: ",Terlalu berisik dan makanan serta minumannya tidak bagus.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: keduanya menggosok anjing saya mentah-mentah dan menyebabkan pendarahan.
Kalimat Baru: ",keduanya menggosok anjing saya mentah-mentah dan hampir menyebabkan pendarahan,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: keduanya menggosok anjing saya mentah-mentah dan hampir menyebabkan pendarahan
Kalimat Baru: ",keduanya menggosok anjing saya mentah-mentah dan menyebabkan pendarahan.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebagian besar produk ditujukan untuk ketombe yang disebabkan oleh kulit kepala kering.
Kalimat Baru: ",sebagian besar produk bagus untuk mencegah ketombe yang disebabkan oleh kulit kepala kering,base,Kalimat Awal: Sebagian besar produk ditujukan untuk mengatasi kulit kepala kering yang disebabkan oleh ketombe.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebagian besar produk bagus untuk mencegah ketombe yang disebabkan oleh kulit kepala kering
Kalimat Baru: ",sebagian besar produk ditujukan untuk ketombe yang disebabkan oleh kulit kepala kering.,base,Banyak produk yang bagus untuk mencegah ketombe yang disebabkan oleh kulit kepala kering
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: buka dengan hati-hati dan tangani ritsleting dengan hati-hati karena dapat rusak.
Kalimat Baru: ",buka dengan hati-hati dan tangani ritsleting dengan hati-hati.,base,Jangan buka dengan hati-hati karena dapat rusak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: buka dengan hati-hati dan tangani ritsleting dengan hati-hati.
Kalimat Baru: ",buka dengan hati-hati dan tangani ritsleting dengan hati-hati karena dapat rusak.,base,Jangan buka dengan hati-hati.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu berisik, saya tidak akan kembali lagi.
Kalimat Baru: ",Tempat yang bagus untuk menonton olahraga!,base,Renungan: Saya tidak akan kembali lagi karena suara bising.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat yang bagus untuk menonton olahraga!
Kalimat Baru: ","Terlalu berisik, saya tidak akan kembali lagi.",base,Tempat yang buruk untuk menonton olahraga!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika Anda menggiling barang kering, itu akan baik-baik saja.
Kalimat Baru: ","Jika Anda menggiling benda kering, ini berfungsi dengan sempurna",base,"Jika Anda menggiling barang kering, itu akan menjadi buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jika Anda menggiling benda kering, ini berfungsi dengan sempurna
Kalimat Baru: ","jika Anda menggiling barang kering, itu akan baik-baik saja.",base,"Jika Anda menggiling benda basah, ini tidak berfungsi sama sekali"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sudah menggunakannya sekali dan saya tidak akan menggunakannya lagi.
Kalimat Baru: ",Saya telah menggunakan ini sekali dan saya akan menggunakannya lagi.,base,Saya akan menggunakannya lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya telah menggunakan ini sekali dan saya akan menggunakannya lagi.
Kalimat Baru: ",saya sudah menggunakannya sekali dan saya tidak akan menggunakannya lagi.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku juga benci karena toplesnya plastik.
Kalimat Baru: ",aku juga suka karena toplesnya plastik.,base,Aku juga suka karena toplesnya terbuat dari plastik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku juga suka karena toplesnya plastik.
Kalimat Baru: ",aku juga benci karena toplesnya plastik.,base,Aku tidak suka karena toplesnya plastik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff dan makanan tidak bagus.
Kalimat Baru: ",Staff yang hebat dan makanan yang luar biasa.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staff yang hebat dan makanan yang luar biasa.
Kalimat Baru: ",Staff dan makanan tidak bagus.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengalami pengalaman yang buruk, dan sayangnya saya tidak akan kembali.
Kalimat Baru: ","Saya mengalami pengalaman yang menyenangkan, dan saya dengan senang hati akan kembali.",base,"Saya mengalami pengalaman yang baik, dan saya sangat menantikan kunjungan berikutnya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengalami pengalaman yang menyenangkan, dan saya dengan senang hati akan kembali.
Kalimat Baru: ","Saya mengalami pengalaman yang buruk, dan sayangnya saya tidak akan kembali.",base,"Saya mengalami pengalaman yang tidak menyenangkan, dan saya dengan senang hati akan kembali."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu tidak akan berselera setelah satu gigitan.
Kalimat Baru: ",Kamu akan menginginkan lebih bayak setelah satu gigitan.,base,Kamu akan merasa lapar setelah satu gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu akan menginginkan lebih bayak setelah satu gigitan.
Kalimat Baru: ",Kamu tidak akan berselera setelah satu gigitan.,base,Lebih sedikit setelah satu gigitan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Layanan pelanggan di sini kurang memuaskan.
Kalimat Baru: ",Selalu mendapatkan layanan pelanggan yang sangat baik setiap kali saya datang ke sini.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selalu mendapatkan layanan pelanggan yang sangat baik setiap kali saya datang ke sini.
Kalimat Baru: ",Layanan pelanggan di sini kurang memuaskan.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bangunan itu seperti terbengkalai.
Kalimat Baru: ",Bangunan itu terlihat seperti moderen.,base,Saya suka bangunan ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bangunan itu terlihat seperti moderen.
Kalimat Baru: ",Bangunan itu seperti terbengkalai.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan pin tidak sejajar dengan kontak.
Kalimat Baru: ",pastikan pin sejajar dengan kontak.,base,Jangan biarkan pin Anda sejajar dengan kontak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan pin sejajar dengan kontak.
Kalimat Baru: ",pastikan pin tidak sejajar dengan kontak.,base,Jangan pastikan pin sejajar dengan kontak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: istri saya membenci kipas jendela dan dia juga membenci hal ini.
Kalimat Baru: ",istri saya biasanya membenci kipas jendela dan dia juga menyukai benda ini.,base,Dia menyukainya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: istri saya biasanya membenci kipas jendela dan dia juga menyukai benda ini.
Kalimat Baru: ",istri saya membenci kipas jendela dan dia juga membenci hal ini.,base,Dia menyukai benda ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih kreatif daripada num_extend menurutku tidak! tapi entah bagaimana masih merupakan produk yang bagus
Kalimat Baru: ",lebih kreatif daripada num_extend menurutku tidak! tapi tetap merupakan produk hebat.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih kreatif daripada num_extend menurutku tidak! tapi tetap merupakan produk hebat.
Kalimat Baru: ",lebih kreatif daripada num_extend menurutku tidak! tapi entah bagaimana masih merupakan produk yang bagus,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pasti tidak akan merekomendasikan tempat ini ke orang lain!
Kalimat Baru: ",Saya pastinya akan merekomendasikan tempat ini ke orang lain!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pastinya akan merekomendasikan tempat ini ke orang lain!
Kalimat Baru: ",Saya pasti tidak akan merekomendasikan tempat ini ke orang lain!,base,Saya pastinya akan merekomendasikan tempat ini ke orang lain!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memilikinya di lokasi berbeda di rumah saya
Kalimat Baru: ",saya punya dua di antaranya di lokasi berbeda di rumah saya.,base,Saya tidak memilikinya di rumah saya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya punya dua di antaranya di lokasi berbeda di rumah saya.
Kalimat Baru: ",saya memilikinya di lokasi berbeda di rumah saya,base,Saya punya dua di antaranya di lokasi berbeda di rumah saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Malam itu dimulai dengan lambat.
Kalimat Baru: ",Malam itu dimulai dengan kegembiraan.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Malam itu dimulai dengan kegembiraan.
Kalimat Baru: ",Malam itu dimulai dengan lambat.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya sangat kasar dan juga staffnya.
Kalimat Baru: ",Pemilik dan staff yang ramah dan makanan yang lezat!,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemilik dan staff yang ramah dan makanan yang lezat!
Kalimat Baru: ",Pemiliknya sangat kasar dan juga staffnya.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Benci tempat ini, pelayanan buruk!
Kalimat Baru: ","Saya menyukai tempat ini, pelayanannya selalu bagus!",base,"Aku suka tempat ini, pelayanan bagus!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyukai tempat ini, pelayanannya selalu bagus!
Kalimat Baru: ","Benci tempat ini, pelayanan buruk!",base,"Saya tidak menyukai tempat ini, pelayanannya tidak selalu bagus!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu tidak akan terhubung kembali dengan mudah ketika Anda berada di num_extend
Kalimat Baru: ",itu akan terhubung kembali dengan mudah ketika Anda berada di num_extend,base,netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu akan terhubung kembali dengan mudah ketika Anda berada di num_extend
Kalimat Baru: ",itu tidak akan terhubung kembali dengan mudah ketika Anda berada di num_extend,base,num_extend akan terhubung dengan mudah
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat sulit untuk tidak salah memasang sumbat cerat.
Kalimat Baru: ",pastikan saja Anda tidak salah meletakkan sumbat cerat.,base,Sangat mudah untuk tidak salah memasang sumbat cerat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pastikan saja Anda tidak salah meletakkan sumbat cerat.
Kalimat Baru: ",Sangat sulit untuk tidak salah memasang sumbat cerat.,base,Jangan sampai Anda salah meletakkan sumbat cerat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Boneka tidak begitu bagus.
Kalimat Baru: ",Sangat menyukai boneka itu.,base,Boneka sangat lucu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat menyukai boneka itu.
Kalimat Baru: ",Boneka tidak begitu bagus.,base,Tidak menyukai boneka itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: melilit saya dengan sangat sulit untuk bersiap-siap di gym.
Kalimat Baru: ",melilit saya dengan mudah untuk bersiap-siap di gym.,base,Saya senang saya bisa bersiap-siap di gym.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: melilit saya dengan mudah untuk bersiap-siap di gym.
Kalimat Baru: ",melilit saya dengan sangat sulit untuk bersiap-siap di gym.,base,Saya tidak bisa melilit diri saya dengan mudah untuk bersiap-siap di gym.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah kampus yang buruk.
Kalimat Baru: ",Ini adalah kampus yang bagus.,base,Ini adalah kampus yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah kampus yang bagus.
Kalimat Baru: ",Ini adalah kampus yang buruk.,base,Ini adalah kampus yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak bisa melihat diri saya sering menggunakannya.
Kalimat Baru: ",saya dapat melihat saya akan sering menggunakannya.,base,Saya tidak bisa melihat diri saya sering menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat melihat saya akan sering menggunakannya.
Kalimat Baru: ",Saya tidak bisa melihat diri saya sering menggunakannya.,base,Saya tidak akan sering menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saus enchilada mereka menggagalkan hidangan ini.
Kalimat Baru: ",Saus enchilada mereka melengkapi hidangan ini dengan sempurna.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saus enchilada mereka melengkapi hidangan ini dengan sempurna.
Kalimat Baru: ",Saus enchilada mereka menggagalkan hidangan ini.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ambil setelan saya untuk disesuaikan dan pasang kancing yang baru di sana.
Kalimat Baru: ",Ambil setelan saya untuk disesuaikan dan mereka memasang kancing baru untuk saya.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ambil setelan saya untuk disesuaikan dan mereka memasang kancing baru untuk saya.
Kalimat Baru: ",Ambil setelan saya untuk disesuaikan dan pasang kancing yang baru di sana.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami dan hasilnya tidak enak.
Kalimat Baru: ",saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami.
Kalimat Baru: ",Saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami dan hasilnya tidak enak.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku menerimanya sebagai hadiah natal dan aku menyukainya
Kalimat Baru: ",saya menerimanya sebagai hadiah Natal dan saya menyukainya.,base,Aku tidak menyukai hadiah natal itu
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menerimanya sebagai hadiah Natal dan saya menyukainya.
Kalimat Baru: ",aku menerimanya sebagai hadiah natal dan aku menyukainya,base,Saya tidak menyukai hadiah Natal ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja meninggalkan pencucian mobil ini dan sangat tidak puas!
Kalimat Baru: ",Saya baru saja meninggalkan pencucian mobil ini dan sangat puas!,base,Saya sangat senang dengan pencucian mobil ini!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja meninggalkan pencucian mobil ini dan sangat puas!
Kalimat Baru: ",Saya baru saja meninggalkan pencucian mobil ini dan sangat tidak puas!,base,Saya sangat tidak puas dengan pencucian mobil ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata ""ya, maaf"".
Kalimat Baru: ",Dia berkata Dia senang bisa membantu.,base,"Dia berkata ""ya""., ""maaf""."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata Dia senang bisa membantu.
Kalimat Baru: ","Dia berkata ""ya, maaf"".",base,Dia berkata Dia tidak bisa membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya tidak mewah dan suasananya membosankan.
Kalimat Baru: ","Suasana kasual, makanan yang mewah.",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suasana kasual, makanan yang mewah.
Kalimat Baru: ",Makanannya tidak mewah dan suasananya membosankan.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Omelet spanyol kecil dan rasanya hambar.
Kalimat Baru: ",Saya memesan omelet spanyol yang besar dan lezat.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan omelet spanyol yang besar dan lezat.
Kalimat Baru: ",Omelet spanyol kecil dan rasanya hambar.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika saya mengeluh dengan sopan, saya diusir keluar.
Kalimat Baru: ","Ketika saya mengeluh, mereka menangani masalah tersebut.",base,Saya diusir masuk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika saya mengeluh, mereka menangani masalah tersebut.
Kalimat Baru: ","Ketika saya mengeluh dengan sopan, saya diusir keluar.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membelinya dari salah satu infomersial pertama, tidak senang.
Kalimat Baru: ",saya membelinya dari salah satu infomersial pertama.,base,"Saya membelinya dari salah satu infomersial pertama, senang."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membelinya dari salah satu infomersial pertama.
Kalimat Baru: ","saya membelinya dari salah satu infomersial pertama, tidak senang.",base,Saya membelinya dari salah satu infomersial terakhir.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua jam dalam hidup saya yang tidak bisa saya kembalikan.
Kalimat Baru: ",Dua jam dalam hidup saya yang saya senang untuk mengorbankannya.,base,Saya tidak bisa mengembalikan dua jam dalam hidup saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua jam dalam hidup saya yang saya senang untuk mengorbankannya.
Kalimat Baru: ",Dua jam dalam hidup saya yang tidak bisa saya kembalikan.,base,Saya tidak senang untuk mengorbankan dua jam dalam hidup saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku hanya menantikan hari dimana aku bisa menggantinya.
Kalimat Baru: ",akan sangat bagus untuk menggantikannya,base,Aku hanya menantikan hari dimana aku tidak bisa menggantinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: akan sangat bagus untuk menggantikannya
Kalimat Baru: ",aku hanya menantikan hari dimana aku bisa menggantinya.,base,"Tidak, saya tidak ingin menggantikannya"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami duduk setelah waktu yang lama dan setiap staff sangat kasar dan mudah marah.
Kalimat Baru: ",Kami segera duduk dan setiap staff sangat ramah dan bahagia.,base,Negatif
